timestamp,run_id,rank,market_number,market_title,side,consensus,consensus_count,total_models,reasoning,link
2025-11-07T13:48:57.202650,20251107_134857,2,14,Lions vs. Commanders,YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Strong consensus that the Lions' dominant offense and superior form gives them a clear edge over the struggling Commanders.,https://polymarket.com/event/nfl-det-was-2025-11-09
2025-11-07T13:48:57.202650,20251107_134857,3,18,Spread: Lions (-8.5),YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Models agree Detroit's offensive firepower and Washington's weak defense make the -8.5 spread very coverable.,https://polymarket.com/event/nfl-det-was-2025-11-09
2025-11-07T13:48:57.202650,20251107_134857,4,24,Will Base launch a token in 2025?,NO,4 out of 5 models agreed (1 YES),4,5,Strong agreement that Base has repeatedly stated no token plans and faces regulatory incentives to remain token-free.,https://polymarket.com/event/will-base-launch-a-token-in-2025-341
2025-11-07T13:48:57.202650,20251107_134857,5,6,Will Sunderland AFC vs. Arsenal end in a draw?,NO,4 out of 5 models agreed (1 YES),4,5,"Arsenal's superior quality makes a draw unlikely against the Championship side, with most models favoring a decisive Arsenal win.",https://polymarket.com/event/epl-sun-ars-2025-11-08
2025-11-07T14:00:04.628181,20251107_140004,1,15,Will the U.S. test a nuclear weapon by December 31 2025?,NO,5 out of 5 models agreed,5,5,"All models agree US nuclear testing is extremely unlikely due to international treaties, political costs, and lack of strategic necessity.",https://polymarket.com/event/us-nuclear-test-by
2025-11-07T14:00:04.628181,20251107_140004,2,17,Taylor Swift pregnant in 2025?,NO,5 out of 5 models agreed,5,5,Universal consensus that there's no credible evidence and Swift's busy tour schedule makes pregnancy highly improbable.,https://polymarket.com/event/taylor-swift-pregnant-in-2025
2025-11-07T14:00:04.628181,20251107_140004,3,8,"Will Trump say ""Friend of mine"" during Hungary PM events on November 7?",YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Strong agreement that Trump frequently uses this phrase in diplomatic contexts based on established speech patterns.,https://polymarket.com/event/what-will-trump-say-during-hungary-pm-events-on-november-7
2025-11-07T14:00:04.628181,20251107_140004,4,3,Lions vs. Commanders,YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Models agree Lions are significantly stronger with home advantage and recent sharp money backing them against struggling Commanders.,https://polymarket.com/event/nfl-det-was-2025-11-09
2025-11-07T14:00:04.628181,20251107_140004,5,13,Will Base launch a token in 2025?,NO,4 out of 5 models agreed (1 YES),4,5,Strong consensus that Base has shown no indication of token plans and contradicts their stated infrastructure-focused strategy.,https://polymarket.com/event/will-base-launch-a-token-in-2025-341
2025-11-07T14:11:36.279213,20251107_141136,1,4,Will the U.S. test a nuclear weapon by December 31 2025?,NO,5 out of 5 models agreed,5,5,"All models agree that U.S. nuclear testing would violate international norms and long-standing policy, making it virtually impossible by 2025.",https://polymarket.com/event/us-nuclear-test-by
2025-11-07T14:11:36.279213,20251107_141136,2,6,Taylor Swift pregnant in 2025?,NO,5 out of 5 models agreed,5,5,"Universal consensus that there are no credible signals or public indications of pregnancy, with Swift maintaining tight control over her personal narrative.",https://polymarket.com/event/taylor-swift-pregnant-in-2025
2025-11-07T14:11:36.279213,20251107_141136,3,23,Will Mamdani freeze NYC rents before 2027?,NO,5 out of 5 models agreed,5,5,All models agree that rent freezes require significant legislative action and political capital that Mamdani lacks the authority to implement alone.,https://polymarket.com/event/will-mamdani-freeze-nyc-rents-before-2027
2025-11-07T14:11:36.279213,20251107_141136,4,2,Will Base launch a token in 2025?,NO (4 models) vs YES (1 model),4 out of 5 models agreed on NO,4,5,Strong majority consensus that Base has shown no indication of launching a token and Coinbase prefers keeping value within their ecosystem.,https://polymarket.com/event/will-base-launch-a-token-in-2025-341
2025-11-07T14:11:36.279213,20251107_141136,5,25,ECB rate cut in 2025?,YES (3 models) vs NO (2 models),3 out of 5 models agreed on YES,3,5,Majority of models expect ECB to cut rates in 2025 amid Eurozone economic slowdown and dovish policy signals.,https://polymarket.com/event/ecb-rate-cut-in-2025
